landslides,longitude,latitude,date
1,-67.12083333,18.37922667,9/20/2017
3,-67.10416667,18.37922667,9/20/2017
19,-67.09583333,18.37922667,9/20/2017
2,-67.0875,18.37922667,9/20/2017
1,-67.07916667,18.37922667,9/20/2017
14,-67.04583333,18.37922667,9/20/2017
13,-67.0375,18.37922667,9/20/2017
3,-67.02916667,18.37922667,9/20/2017
2,-67.02083333,18.37922667,9/20/2017
1,-66.92916667,18.37922667,9/20/2017
1,-66.8125,18.37922667,9/20/2017
1,-66.74583333,18.37922667,9/20/2017
1,-66.67083333,18.37922667,9/20/2017
1,-66.62916667,18.37922667,9/20/2017
6,-66.5125,18.37922667,9/20/2017
1,-66.4375,18.37922667,9/20/2017
1,-66.40416667,18.37922667,9/20/2017
1,-66.37083333,18.37922667,9/20/2017
1,-66.29583333,18.37922667,9/20/2017
1,-66.2625,18.37922667,9/20/2017
4,-66.25416667,18.37922667,9/20/2017
1,-66.2125,18.37922667,9/20/2017
1,-66.02083333,18.37922667,9/20/2017
1,-67.2625,18.37089334,9/20/2017
1,-67.25416667,18.37089334,9/20/2017
1,-67.22916667,18.37089334,9/20/2017
3,-67.14583333,18.37089334,9/20/2017
5,-67.12916667,18.37089334,9/20/2017
14,-67.12083333,18.37089334,9/20/2017
21,-67.1125,18.37089334,9/20/2017
19,-67.10416667,18.37089334,9/20/2017
22,-67.09583333,18.37089334,9/20/2017
3,-67.0875,18.37089334,9/20/2017
28,-67.07916667,18.37089334,9/20/2017
9,-67.07083333,18.37089334,9/20/2017
5,-67.0625,18.37089334,9/20/2017
2,-67.05416667,18.37089334,9/20/2017
5,-67.0375,18.37089334,9/20/2017
14,-67.02916667,18.37089334,9/20/2017
11,-67.02083333,18.37089334,9/20/2017
2,-67.0125,18.37089334,9/20/2017
7,-66.99583333,18.37089334,9/20/2017
2,-66.97083333,18.37089334,9/20/2017
1,-66.9375,18.37089334,9/20/2017
1,-66.82083333,18.37089334,9/20/2017
1,-66.8125,18.37089334,9/20/2017
1,-66.65416667,18.37089334,9/20/2017
3,-66.60416667,18.37089334,9/20/2017
3,-66.55416667,18.37089334,9/20/2017
1,-66.5125,18.37089334,9/20/2017
1,-66.47083333,18.37089334,9/20/2017
9,-66.45416667,18.37089334,9/20/2017
5,-66.44583333,18.37089334,9/20/2017
1,-66.4125,18.37089334,9/20/2017
3,-66.3375,18.37089334,9/20/2017
3,-66.32916667,18.37089334,9/20/2017
1,-66.27916667,18.37089334,9/20/2017
2,-66.2625,18.37089334,9/20/2017
1,-66.24583333,18.37089334,9/20/2017
10,-66.2375,18.37089334,9/20/2017
2,-66.22916667,18.37089334,9/20/2017
1,-66.00416667,18.37089334,9/20/2017
1,-65.84583333,18.37089334,9/20/2017
2,-65.82083333,18.37089334,9/20/2017
1,-67.2625,18.36256,9/20/2017
6,-67.25416667,18.36256,9/20/2017
3,-67.1625,18.36256,9/20/2017
9,-67.15416667,18.36256,9/20/2017
7,-67.14583333,18.36256,9/20/2017
4,-67.1375,18.36256,9/20/2017
4,-67.12916667,18.36256,9/20/2017
5,-67.12083333,18.36256,9/20/2017
5,-67.1125,18.36256,9/20/2017
4,-67.10416667,18.36256,9/20/2017
24,-67.09583333,18.36256,9/20/2017
4,-67.0875,18.36256,9/20/2017
23,-67.07916667,18.36256,9/20/2017
16,-67.07083333,18.36256,9/20/2017
13,-67.0625,18.36256,9/20/2017
7,-67.05416667,18.36256,9/20/2017
3,-67.04583333,18.36256,9/20/2017
3,-67.0375,18.36256,9/20/2017
1,-67.02916667,18.36256,9/20/2017
3,-67.02083333,18.36256,9/20/2017
16,-67.0125,18.36256,9/20/2017
7,-67.00416667,18.36256,9/20/2017
18,-66.99583333,18.36256,9/20/2017
4,-66.9875,18.36256,9/20/2017
9,-66.97916667,18.36256,9/20/2017
1,-66.8125,18.36256,9/20/2017
2,-66.60416667,18.36256,9/20/2017
2,-66.5625,18.36256,9/20/2017
3,-66.55416667,18.36256,9/20/2017
2,-66.50416667,18.36256,9/20/2017
23,-66.49583333,18.36256,9/20/2017
8,-66.4875,18.36256,9/20/2017
1,-66.47916667,18.36256,9/20/2017
2,-66.47083333,18.36256,9/20/2017
1,-66.4625,18.36256,9/20/2017
4,-66.45416667,18.36256,9/20/2017
1,-66.44583333,18.36256,9/20/2017
1,-66.4375,18.36256,9/20/2017
9,-66.3625,18.36256,9/20/2017
4,-66.35416667,18.36256,9/20/2017
1,-66.34583333,18.36256,9/20/2017
3,-66.3375,18.36256,9/20/2017
2,-66.32916667,18.36256,9/20/2017
1,-66.32083333,18.36256,9/20/2017
1,-66.3125,18.36256,9/20/2017
8,-66.29583333,18.36256,9/20/2017
1,-66.2875,18.36256,9/20/2017
2,-66.27916667,18.36256,9/20/2017
4,-66.27083333,18.36256,9/20/2017
2,-66.2625,18.36256,9/20/2017
1,-66.1625,18.36256,9/20/2017
1,-66.15416667,18.36256,9/20/2017
1,-66.0625,18.36256,9/20/2017
2,-66.04583333,18.36256,9/20/2017
1,-66.0375,18.36256,9/20/2017
1,-65.99583333,18.36256,9/20/2017
1,-65.9875,18.36256,9/20/2017
1,-65.87916667,18.36256,9/20/2017
2,-65.80416667,18.36256,9/20/2017
2,-65.79583333,18.36256,9/20/2017
1,-65.77916667,18.36256,9/20/2017
3,-65.7625,18.36256,9/20/2017
1,-65.72083333,18.36256,9/20/2017
1,-67.22916667,18.35422667,9/20/2017
1,-67.22083333,18.35422667,9/20/2017
2,-67.2125,18.35422667,9/20/2017
1,-67.20416667,18.35422667,9/20/2017
1,-67.19583333,18.35422667,9/20/2017
2,-67.1875,18.35422667,9/20/2017
2,-67.17916667,18.35422667,9/20/2017
4,-67.1625,18.35422667,9/20/2017
8,-67.15416667,18.35422667,9/20/2017
14,-67.14583333,18.35422667,9/20/2017
1,-67.1375,18.35422667,9/20/2017
6,-67.12916667,18.35422667,9/20/2017
2,-67.12083333,18.35422667,9/20/2017
9,-67.1125,18.35422667,9/20/2017
19,-67.10416667,18.35422667,9/20/2017
8,-67.09583333,18.35422667,9/20/2017
13,-67.0875,18.35422667,9/20/2017
9,-67.07916667,18.35422667,9/20/2017
8,-67.07083333,18.35422667,9/20/2017
27,-67.0625,18.35422667,9/20/2017
4,-67.05416667,18.35422667,9/20/2017
4,-67.04583333,18.35422667,9/20/2017
2,-67.0375,18.35422667,9/20/2017
2,-67.02916667,18.35422667,9/20/2017
1,-67.02083333,18.35422667,9/20/2017
2,-67.0125,18.35422667,9/20/2017
8,-67.00416667,18.35422667,9/20/2017
7,-66.99583333,18.35422667,9/20/2017
6,-66.9875,18.35422667,9/20/2017
1,-66.8875,18.35422667,9/20/2017
2,-66.67083333,18.35422667,9/20/2017
1,-66.62916667,18.35422667,9/20/2017
1,-66.57916667,18.35422667,9/20/2017
1,-66.55416667,18.35422667,9/20/2017
2,-66.50416667,18.35422667,9/20/2017
1,-66.49583333,18.35422667,9/20/2017
6,-66.4875,18.35422667,9/20/2017
1,-66.47916667,18.35422667,9/20/2017
1,-66.47083333,18.35422667,9/20/2017
2,-66.4375,18.35422667,9/20/2017
6,-66.37916667,18.35422667,9/20/2017
3,-66.37083333,18.35422667,9/20/2017
1,-66.35416667,18.35422667,9/20/2017
1,-66.32083333,18.35422667,9/20/2017
5,-66.3125,18.35422667,9/20/2017
1,-66.30416667,18.35422667,9/20/2017
4,-66.29583333,18.35422667,9/20/2017
9,-66.2875,18.35422667,9/20/2017
16,-66.27916667,18.35422667,9/20/2017
5,-66.27083333,18.35422667,9/20/2017
9,-66.2625,18.35422667,9/20/2017
2,-66.25416667,18.35422667,9/20/2017
1,-66.22083333,18.35422667,9/20/2017
2,-66.17083333,18.35422667,9/20/2017
2,-66.12083333,18.35422667,9/20/2017
1,-66.02083333,18.35422667,9/20/2017
5,-66.0125,18.35422667,9/20/2017
2,-66.00416667,18.35422667,9/20/2017
5,-65.94583333,18.35422667,9/20/2017
2,-65.9125,18.35422667,9/20/2017
1,-65.90416667,18.35422667,9/20/2017
3,-65.8875,18.35422667,9/20/2017
1,-65.87916667,18.35422667,9/20/2017
4,-65.85416667,18.35422667,9/20/2017
1,-65.84583333,18.35422667,9/20/2017
1,-65.8375,18.35422667,9/20/2017
1,-65.82083333,18.35422667,9/20/2017
2,-65.80416667,18.35422667,9/20/2017
1,-65.79583333,18.35422667,9/20/2017
1,-65.7875,18.35422667,9/20/2017
3,-65.7625,18.35422667,9/20/2017
2,-65.72916667,18.35422667,9/20/2017
1,-65.64583333,18.35422667,9/20/2017
4,-67.17916667,18.34589334,9/20/2017
9,-67.1625,18.34589334,9/20/2017
5,-67.15416667,18.34589334,9/20/2017
31,-67.14583333,18.34589334,9/20/2017
24,-67.1375,18.34589334,9/20/2017
18,-67.12916667,18.34589334,9/20/2017
14,-67.12083333,18.34589334,9/20/2017
18,-67.1125,18.34589334,9/20/2017
15,-67.10416667,18.34589334,9/20/2017
10,-67.09583333,18.34589334,9/20/2017
13,-67.0875,18.34589334,9/20/2017
3,-67.07916667,18.34589334,9/20/2017
7,-67.07083333,18.34589334,9/20/2017
13,-67.0625,18.34589334,9/20/2017
15,-67.05416667,18.34589334,9/20/2017
2,-67.04583333,18.34589334,9/20/2017
1,-67.02916667,18.34589334,9/20/2017
1,-67.02083333,18.34589334,9/20/2017
8,-66.99583333,18.34589334,9/20/2017
23,-66.9875,18.34589334,9/20/2017
5,-66.97916667,18.34589334,9/20/2017
9,-66.97083333,18.34589334,9/20/2017
3,-66.9125,18.34589334,9/20/2017
1,-66.90416667,18.34589334,9/20/2017
1,-66.87083333,18.34589334,9/20/2017
1,-66.8625,18.34589334,9/20/2017
2,-66.67083333,18.34589334,9/20/2017
1,-66.59583333,18.34589334,9/20/2017
2,-66.49583333,18.34589334,9/20/2017
2,-66.4875,18.34589334,9/20/2017
1,-66.47916667,18.34589334,9/20/2017
1,-66.40416667,18.34589334,9/20/2017
2,-66.34583333,18.34589334,9/20/2017
1,-66.3375,18.34589334,9/20/2017
4,-66.32916667,18.34589334,9/20/2017
4,-66.32083333,18.34589334,9/20/2017
8,-66.3125,18.34589334,9/20/2017
5,-66.30416667,18.34589334,9/20/2017
18,-66.29583333,18.34589334,9/20/2017
17,-66.2875,18.34589334,9/20/2017
8,-66.27916667,18.34589334,9/20/2017
7,-66.27083333,18.34589334,9/20/2017
7,-66.2625,18.34589334,9/20/2017
3,-66.25416667,18.34589334,9/20/2017
1,-66.24583333,18.34589334,9/20/2017
3,-66.2375,18.34589334,9/20/2017
1,-66.1625,18.34589334,9/20/2017
6,-66.15416667,18.34589334,9/20/2017
4,-66.12916667,18.34589334,9/20/2017
1,-66.0875,18.34589334,9/20/2017
1,-66.0625,18.34589334,9/20/2017
2,-66.05416667,18.34589334,9/20/2017
1,-66.02916667,18.34589334,9/20/2017
1,-66.02083333,18.34589334,9/20/2017
2,-65.97916667,18.34589334,9/20/2017
2,-65.97083333,18.34589334,9/20/2017
2,-65.9625,18.34589334,9/20/2017
1,-65.94583333,18.34589334,9/20/2017
5,-65.8875,18.34589334,9/20/2017
1,-65.87916667,18.34589334,9/20/2017
1,-65.87083333,18.34589334,9/20/2017
2,-65.85416667,18.34589334,9/20/2017
1,-65.8375,18.34589334,9/20/2017
3,-65.82916667,18.34589334,9/20/2017
4,-65.8125,18.34589334,9/20/2017
3,-65.79583333,18.34589334,9/20/2017
2,-65.7625,18.34589334,9/20/2017
1,-65.75416667,18.34589334,9/20/2017
1,-65.74583333,18.34589334,9/20/2017
1,-65.7375,18.34589334,9/20/2017
1,-67.22083333,18.33756,9/20/2017
4,-67.20416667,18.33756,9/20/2017
3,-67.19583333,18.33756,9/20/2017
1,-67.1875,18.33756,9/20/2017
2,-67.17916667,18.33756,9/20/2017
3,-67.1625,18.33756,9/20/2017
19,-67.15416667,18.33756,9/20/2017
22,-67.14583333,18.33756,9/20/2017
25,-67.1375,18.33756,9/20/2017
4,-67.12916667,18.33756,9/20/2017
20,-67.12083333,18.33756,9/20/2017
21,-67.1125,18.33756,9/20/2017
7,-67.10416667,18.33756,9/20/2017
5,-67.09583333,18.33756,9/20/2017
8,-67.0875,18.33756,9/20/2017
7,-67.07916667,18.33756,9/20/2017
14,-67.07083333,18.33756,9/20/2017
10,-67.0625,18.33756,9/20/2017
16,-67.05416667,18.33756,9/20/2017
13,-67.04583333,18.33756,9/20/2017
14,-67.0375,18.33756,9/20/2017
11,-67.02916667,18.33756,9/20/2017
14,-67.02083333,18.33756,9/20/2017
30,-67.0125,18.33756,9/20/2017
4,-66.97083333,18.33756,9/20/2017
3,-66.9625,18.33756,9/20/2017
1,-66.9125,18.33756,9/20/2017
1,-66.89583333,18.33756,9/20/2017
1,-66.8625,18.33756,9/20/2017
1,-66.85416667,18.33756,9/20/2017
1,-66.84583333,18.33756,9/20/2017
1,-66.77916667,18.33756,9/20/2017
9,-66.67083333,18.33756,9/20/2017
1,-66.6625,18.33756,9/20/2017
1,-66.5875,18.33756,9/20/2017
5,-66.4625,18.33756,9/20/2017
1,-66.39583333,18.33756,9/20/2017
1,-66.3875,18.33756,9/20/2017
3,-66.37083333,18.33756,9/20/2017
1,-66.35416667,18.33756,9/20/2017
10,-66.34583333,18.33756,9/20/2017
5,-66.32916667,18.33756,9/20/2017
7,-66.30416667,18.33756,9/20/2017
9,-66.29583333,18.33756,9/20/2017
17,-66.2875,18.33756,9/20/2017
20,-66.27916667,18.33756,9/20/2017
19,-66.27083333,18.33756,9/20/2017
6,-66.2625,18.33756,9/20/2017
3,-66.25416667,18.33756,9/20/2017
1,-66.24583333,18.33756,9/20/2017
1,-66.22916667,18.33756,9/20/2017
2,-66.17916667,18.33756,9/20/2017
2,-66.15416667,18.33756,9/20/2017
2,-66.12083333,18.33756,9/20/2017
1,-66.0625,18.33756,9/20/2017
3,-66.05416667,18.33756,9/20/2017
1,-66.02083333,18.33756,9/20/2017
4,-65.97916667,18.33756,9/20/2017
3,-65.97083333,18.33756,9/20/2017
4,-65.9625,18.33756,9/20/2017
2,-65.94583333,18.33756,9/20/2017
3,-65.9375,18.33756,9/20/2017
1,-65.89583333,18.33756,9/20/2017
12,-65.87916667,18.33756,9/20/2017
2,-65.87083333,18.33756,9/20/2017
3,-65.8625,18.33756,9/20/2017
4,-65.85416667,18.33756,9/20/2017
3,-65.84583333,18.33756,9/20/2017
8,-65.8375,18.33756,9/20/2017
1,-65.82916667,18.33756,9/20/2017
2,-65.82083333,18.33756,9/20/2017
1,-65.7875,18.33756,9/20/2017
2,-65.74583333,18.33756,9/20/2017
1,-65.72083333,18.33756,9/20/2017
5,-65.62916667,18.33756,9/20/2017
3,-67.19583333,18.32922667,9/20/2017
4,-67.1875,18.32922667,9/20/2017
1,-67.17916667,18.32922667,9/20/2017
6,-67.17083333,18.32922667,9/20/2017
4,-67.1625,18.32922667,9/20/2017
24,-67.15416667,18.32922667,9/20/2017
27,-67.14583333,18.32922667,9/20/2017
9,-67.1375,18.32922667,9/20/2017
3,-67.12916667,18.32922667,9/20/2017
4,-67.12083333,18.32922667,9/20/2017
19,-67.1125,18.32922667,9/20/2017
19,-67.10416667,18.32922667,9/20/2017
9,-67.09583333,18.32922667,9/20/2017
6,-67.0875,18.32922667,9/20/2017
5,-67.07916667,18.32922667,9/20/2017
7,-67.07083333,18.32922667,9/20/2017
14,-67.0625,18.32922667,9/20/2017
12,-67.05416667,18.32922667,9/20/2017
5,-67.04583333,18.32922667,9/20/2017
10,-67.0375,18.32922667,9/20/2017
8,-67.02916667,18.32922667,9/20/2017
6,-67.02083333,18.32922667,9/20/2017
16,-67.0125,18.32922667,9/20/2017
2,-67.00416667,18.32922667,9/20/2017
3,-66.9875,18.32922667,9/20/2017
3,-66.97916667,18.32922667,9/20/2017
1,-66.97083333,18.32922667,9/20/2017
1,-66.9625,18.32922667,9/20/2017
1,-66.94583333,18.32922667,9/20/2017
3,-66.9125,18.32922667,9/20/2017
1,-66.7625,18.32922667,9/20/2017
8,-66.67083333,18.32922667,9/20/2017
2,-66.62083333,18.32922667,9/20/2017
3,-66.6125,18.32922667,9/20/2017
1,-66.60416667,18.32922667,9/20/2017
6,-66.5875,18.32922667,9/20/2017
1,-66.5125,18.32922667,9/20/2017
2,-66.50416667,18.32922667,9/20/2017
2,-66.4875,18.32922667,9/20/2017
3,-66.47083333,18.32922667,9/20/2017
2,-66.4625,18.32922667,9/20/2017
2,-66.42083333,18.32922667,9/20/2017
1,-66.40416667,18.32922667,9/20/2017
5,-66.39583333,18.32922667,9/20/2017
3,-66.37083333,18.32922667,9/20/2017
1,-66.3625,18.32922667,9/20/2017
2,-66.35416667,18.32922667,9/20/2017
29,-66.34583333,18.32922667,9/20/2017
15,-66.3375,18.32922667,9/20/2017
9,-66.32916667,18.32922667,9/20/2017
3,-66.32083333,18.32922667,9/20/2017
2,-66.3125,18.32922667,9/20/2017
8,-66.30416667,18.32922667,9/20/2017
19,-66.29583333,18.32922667,9/20/2017
4,-66.2875,18.32922667,9/20/2017
12,-66.27916667,18.32922667,9/20/2017
19,-66.27083333,18.32922667,9/20/2017
7,-66.2625,18.32922667,9/20/2017
12,-66.25416667,18.32922667,9/20/2017
16,-66.24583333,18.32922667,9/20/2017
2,-66.2375,18.32922667,9/20/2017
4,-66.22916667,18.32922667,9/20/2017
5,-66.22083333,18.32922667,9/20/2017
1,-66.20416667,18.32922667,9/20/2017
1,-66.17916667,18.32922667,9/20/2017
1,-66.1625,18.32922667,9/20/2017
1,-66.14583333,18.32922667,9/20/2017
1,-66.12083333,18.32922667,9/20/2017
1,-66.10416667,18.32922667,9/20/2017
2,-66.07083333,18.32922667,9/20/2017
2,-66.0625,18.32922667,9/20/2017
1,-66.05416667,18.32922667,9/20/2017
2,-66.0125,18.32922667,9/20/2017
2,-66.00416667,18.32922667,9/20/2017
2,-65.99583333,18.32922667,9/20/2017
3,-65.97083333,18.32922667,9/20/2017
3,-65.9625,18.32922667,9/20/2017
7,-65.95416667,18.32922667,9/20/2017
1,-65.94583333,18.32922667,9/20/2017
1,-65.92916667,18.32922667,9/20/2017
2,-65.9125,18.32922667,9/20/2017
6,-65.8875,18.32922667,9/20/2017
9,-65.87916667,18.32922667,9/20/2017
6,-65.87083333,18.32922667,9/20/2017
14,-65.8625,18.32922667,9/20/2017
3,-65.85416667,18.32922667,9/20/2017
8,-65.84583333,18.32922667,9/20/2017
1,-65.8375,18.32922667,9/20/2017
1,-65.82916667,18.32922667,9/20/2017
1,-65.8125,18.32922667,9/20/2017
1,-65.7875,18.32922667,9/20/2017
1,-65.77083333,18.32922667,9/20/2017
2,-65.7375,18.32922667,9/20/2017
4,-65.67083333,18.32922667,9/20/2017
1,-65.6375,18.32922667,9/20/2017
1,-67.20416667,18.32089334,9/20/2017
3,-67.19583333,18.32089334,9/20/2017
3,-67.1875,18.32089334,9/20/2017
10,-67.17916667,18.32089334,9/20/2017
17,-67.17083333,18.32089334,9/20/2017
23,-67.1625,18.32089334,9/20/2017
25,-67.15416667,18.32089334,9/20/2017
27,-67.14583333,18.32089334,9/20/2017
7,-67.1375,18.32089334,9/20/2017
17,-67.12916667,18.32089334,9/20/2017
4,-67.12083333,18.32089334,9/20/2017
10,-67.1125,18.32089334,9/20/2017
7,-67.10416667,18.32089334,9/20/2017
9,-67.09583333,18.32089334,9/20/2017
5,-67.0875,18.32089334,9/20/2017
1,-67.07916667,18.32089334,9/20/2017
1,-67.07083333,18.32089334,9/20/2017
7,-67.0625,18.32089334,9/20/2017
5,-67.05416667,18.32089334,9/20/2017
11,-67.04583333,18.32089334,9/20/2017
8,-67.0375,18.32089334,9/20/2017
7,-67.02916667,18.32089334,9/20/2017
4,-67.02083333,18.32089334,9/20/2017
1,-67.0125,18.32089334,9/20/2017
3,-67.00416667,18.32089334,9/20/2017
2,-66.9875,18.32089334,9/20/2017
6,-66.97916667,18.32089334,9/20/2017
2,-66.97083333,18.32089334,9/20/2017
12,-66.9625,18.32089334,9/20/2017
6,-66.95416667,18.32089334,9/20/2017
7,-66.94583333,18.32089334,9/20/2017
1,-66.79583333,18.32089334,9/20/2017
1,-66.7375,18.32089334,9/20/2017
5,-66.67916667,18.32089334,9/20/2017
1,-66.67083333,18.32089334,9/20/2017
1,-66.65416667,18.32089334,9/20/2017
3,-66.64583333,18.32089334,9/20/2017
2,-66.62916667,18.32089334,9/20/2017
7,-66.62083333,18.32089334,9/20/2017
11,-66.6125,18.32089334,9/20/2017
16,-66.60416667,18.32089334,9/20/2017
25,-66.59583333,18.32089334,9/20/2017
9,-66.5875,18.32089334,9/20/2017
6,-66.57916667,18.32089334,9/20/2017
1,-66.57083333,18.32089334,9/20/2017
1,-66.52083333,18.32089334,9/20/2017
1,-66.49583333,18.32089334,9/20/2017
5,-66.4875,18.32089334,9/20/2017
8,-66.47916667,18.32089334,9/20/2017
4,-66.47083333,18.32089334,9/20/2017
2,-66.4625,18.32089334,9/20/2017
16,-66.45416667,18.32089334,9/20/2017
31,-66.44583333,18.32089334,9/20/2017
44,-66.4375,18.32089334,9/20/2017
30,-66.42916667,18.32089334,9/20/2017
8,-66.42083333,18.32089334,9/20/2017
25,-66.4125,18.32089334,9/20/2017
16,-66.40416667,18.32089334,9/20/2017
1,-66.3875,18.32089334,9/20/2017
3,-66.37083333,18.32089334,9/20/2017
2,-66.3625,18.32089334,9/20/2017
6,-66.35416667,18.32089334,9/20/2017
10,-66.34583333,18.32089334,9/20/2017
34,-66.3375,18.32089334,9/20/2017
11,-66.32916667,18.32089334,9/20/2017
19,-66.32083333,18.32089334,9/20/2017
17,-66.3125,18.32089334,9/20/2017
29,-66.30416667,18.32089334,9/20/2017
13,-66.29583333,18.32089334,9/20/2017
19,-66.2875,18.32089334,9/20/2017
52,-66.27916667,18.32089334,9/20/2017
45,-66.27083333,18.32089334,9/20/2017
26,-66.2625,18.32089334,9/20/2017
30,-66.25416667,18.32089334,9/20/2017
32,-66.24583333,18.32089334,9/20/2017
20,-66.2375,18.32089334,9/20/2017
15,-66.22916667,18.32089334,9/20/2017
5,-66.22083333,18.32089334,9/20/2017
2,-66.20416667,18.32089334,9/20/2017
2,-66.19583333,18.32089334,9/20/2017
1,-66.1875,18.32089334,9/20/2017
3,-66.17916667,18.32089334,9/20/2017
4,-66.1625,18.32089334,9/20/2017
6,-66.14583333,18.32089334,9/20/2017
1,-66.1375,18.32089334,9/20/2017
4,-66.12916667,18.32089334,9/20/2017
5,-66.10416667,18.32089334,9/20/2017
1,-66.07083333,18.32089334,9/20/2017
4,-66.0625,18.32089334,9/20/2017
3,-66.05416667,18.32089334,9/20/2017
4,-66.04583333,18.32089334,9/20/2017
6,-65.9875,18.32089334,9/20/2017
2,-65.97916667,18.32089334,9/20/2017
3,-65.97083333,18.32089334,9/20/2017
12,-65.9625,18.32089334,9/20/2017
1,-65.95416667,18.32089334,9/20/2017
4,-65.94583333,18.32089334,9/20/2017
5,-65.9375,18.32089334,9/20/2017
3,-65.92916667,18.32089334,9/20/2017
5,-65.92083333,18.32089334,9/20/2017
4,-65.9125,18.32089334,9/20/2017
3,-65.90416667,18.32089334,9/20/2017
8,-65.89583333,18.32089334,9/20/2017
9,-65.87916667,18.32089334,9/20/2017
27,-65.87083333,18.32089334,9/20/2017
6,-65.8625,18.32089334,9/20/2017
5,-65.85416667,18.32089334,9/20/2017
8,-65.84583333,18.32089334,9/20/2017
3,-65.8375,18.32089334,9/20/2017
2,-65.82916667,18.32089334,9/20/2017
2,-65.82083333,18.32089334,9/20/2017
2,-65.80416667,18.32089334,9/20/2017
1,-65.77083333,18.32089334,9/20/2017
2,-65.7625,18.32089334,9/20/2017
8,-65.75416667,18.32089334,9/20/2017
4,-65.69583333,18.32089334,9/20/2017
1,-65.6625,18.32089334,9/20/2017
8,-67.1875,18.31256,9/20/2017
21,-67.17916667,18.31256,9/20/2017
5,-67.17083333,18.31256,9/20/2017
17,-67.1625,18.31256,9/20/2017
22,-67.15416667,18.31256,9/20/2017
11,-67.14583333,18.31256,9/20/2017
10,-67.1375,18.31256,9/20/2017
27,-67.12916667,18.31256,9/20/2017
15,-67.12083333,18.31256,9/20/2017
8,-67.1125,18.31256,9/20/2017
14,-67.10416667,18.31256,9/20/2017
9,-67.09583333,18.31256,9/20/2017
3,-67.0875,18.31256,9/20/2017
17,-67.07916667,18.31256,9/20/2017
4,-67.07083333,18.31256,9/20/2017
1,-67.0625,18.31256,9/20/2017
6,-67.05416667,18.31256,9/20/2017
14,-67.04583333,18.31256,9/20/2017
11,-67.0375,18.31256,9/20/2017
7,-67.02916667,18.31256,9/20/2017
5,-67.02083333,18.31256,9/20/2017
3,-67.0125,18.31256,9/20/2017
3,-67.00416667,18.31256,9/20/2017
5,-66.99583333,18.31256,9/20/2017
9,-66.9875,18.31256,9/20/2017
8,-66.97916667,18.31256,9/20/2017
6,-66.97083333,18.31256,9/20/2017
15,-66.9625,18.31256,9/20/2017
11,-66.95416667,18.31256,9/20/2017
8,-66.94583333,18.31256,9/20/2017
2,-66.9375,18.31256,9/20/2017
1,-66.92916667,18.31256,9/20/2017
7,-66.92083333,18.31256,9/20/2017
1,-66.89583333,18.31256,9/20/2017
2,-66.8875,18.31256,9/20/2017
1,-66.87916667,18.31256,9/20/2017
1,-66.84583333,18.31256,9/20/2017
6,-66.82916667,18.31256,9/20/2017
5,-66.82083333,18.31256,9/20/2017
2,-66.69583333,18.31256,9/20/2017
2,-66.6875,18.31256,9/20/2017
7,-66.67916667,18.31256,9/20/2017
9,-66.67083333,18.31256,9/20/2017
19,-66.6625,18.31256,9/20/2017
14,-66.65416667,18.31256,9/20/2017
13,-66.64583333,18.31256,9/20/2017
13,-66.6375,18.31256,9/20/2017
13,-66.62916667,18.31256,9/20/2017
4,-66.62083333,18.31256,9/20/2017
19,-66.6125,18.31256,9/20/2017
33,-66.60416667,18.31256,9/20/2017
16,-66.59583333,18.31256,9/20/2017
3,-66.5875,18.31256,9/20/2017
14,-66.57916667,18.31256,9/20/2017
11,-66.57083333,18.31256,9/20/2017
4,-66.55416667,18.31256,9/20/2017
5,-66.52083333,18.31256,9/20/2017
2,-66.5125,18.31256,9/20/2017
2,-66.50416667,18.31256,9/20/2017
4,-66.4875,18.31256,9/20/2017
8,-66.47916667,18.31256,9/20/2017
6,-66.47083333,18.31256,9/20/2017
4,-66.4625,18.31256,9/20/2017
7,-66.45416667,18.31256,9/20/2017
18,-66.44583333,18.31256,9/20/2017
36,-66.4375,18.31256,9/20/2017
106,-66.42916667,18.31256,9/20/2017
60,-66.42083333,18.31256,9/20/2017
24,-66.4125,18.31256,9/20/2017
16,-66.40416667,18.31256,9/20/2017
9,-66.39583333,18.31256,9/20/2017
2,-66.3625,18.31256,9/20/2017
3,-66.35416667,18.31256,9/20/2017
1,-66.34583333,18.31256,9/20/2017
30,-66.3375,18.31256,9/20/2017
32,-66.32916667,18.31256,9/20/2017
7,-66.32083333,18.31256,9/20/2017
9,-66.3125,18.31256,9/20/2017
26,-66.30416667,18.31256,9/20/2017
20,-66.29583333,18.31256,9/20/2017
33,-66.2875,18.31256,9/20/2017
27,-66.27916667,18.31256,9/20/2017
25,-66.27083333,18.31256,9/20/2017
34,-66.2625,18.31256,9/20/2017
4,-66.25416667,18.31256,9/20/2017
17,-66.24583333,18.31256,9/20/2017
32,-66.2375,18.31256,9/20/2017
7,-66.22916667,18.31256,9/20/2017
14,-66.22083333,18.31256,9/20/2017
2,-66.2125,18.31256,9/20/2017
5,-66.20416667,18.31256,9/20/2017
1,-66.19583333,18.31256,9/20/2017
8,-66.1875,18.31256,9/20/2017
7,-66.17916667,18.31256,9/20/2017
3,-66.17083333,18.31256,9/20/2017
4,-66.1625,18.31256,9/20/2017
10,-66.15416667,18.31256,9/20/2017
10,-66.14583333,18.31256,9/20/2017
1,-66.1375,18.31256,9/20/2017
