OBJECTID,landslide_trigger,event_date,latitude,longitude,landslide_size
5697819,downpour,2013-07-07 00:00:00,31.5596,77.1679,medium
5697820,rain,2015-12-17 23:00:00,-8.1262,115.1005,medium
5697821,downpour,2011-11-03 00:00:00,-6.6392,106.8343,medium
5697823,downpour,2009-12-31 00:00:00,-22.9158,-43.2049,medium
5697824,rain,2014-06-20 00:00:00,9.9454,98.6076,small
5697829,continuous_rain,2015-08-19 09:00:00,25.2193,90.5549,medium
5697830,downpour,2015-12-08 00:00:00,47.87110995,-122.32880593,medium
5697831,continuous_rain,2011-02-20 20:00:00,25.1163,121.7161,medium
5697832,downpour,2008-12-18 00:00:00,10.735,-61.4925,medium
5697833,downpour,2010-10-07 23:00:00,5.9606,116.388,medium
5697834,downpour,2012-05-31 00:00:00,10.5562,-84.8952,large
5697835,downpour,2015-03-15 09:00:00,45.5271,-122.7048,small
5697836,downpour,2013-06-30 00:00:00,33.5791,73.0868,medium
5697837,continuous_rain,2015-08-11 00:00:00,24.7016,93.5291,medium
5697838,downpour,2010-05-02 00:00:00,40.5217,46.0806,medium
5697839,downpour,2011-01-03 23:00:00,6.9667,122.1,medium
5697840,rain,2016-02-01 00:00:00,54.7369,-1.9876,small
5697841,downpour,2011-12-04 14:00:00,-5.1326,119.4167,large
5697842,downpour,2010-05-03 00:00:00,37.2283,-83.0567,small
5697843,rain,2015-02-06 00:00:00,48.3164,-118.7413,small
5697845,downpour,2011-12-04 03:00:00,10.8313,-60.9991,medium
5697846,downpour,2011-02-07 00:00:00,7.6192,80.6405,medium
5697847,downpour,2010-07-16 23:00:00,28.4197,83.1421,medium
5697848,rain,2008-04-05 00:00:00,34.6861,73.1879,medium
5697850,downpour,2011-04-24 00:00:00,38.5212,-81.6749,small
5697851,rain,2007-09-23 00:00:00,21.464,83.9462,medium
5697852,downpour,2012-07-05 00:00:00,56.4567,-6.0505,medium
5697853,rain,2007-07-21 00:00:00,23.9304,88.2374,medium
5697855,downpour,2015-10-02 00:00:00,17.6874,83.1993,medium
5697856,downpour,2011-11-24 18:00:00,-6.5702,106.7814,medium
5697858,downpour,2011-08-19 00:00:00,28.2719,83.7405,medium
5697859,downpour,2012-02-04 00:00:00,33.2424,75.2381,medium
5697860,downpour,2014-08-15 09:00:00,7.8891,98.3075,small
5697861,rain,2014-07-10 05:00:00,24.9936,98.4927,small
5697862,downpour,2010-07-20 08:00:00,28.5446,102.1803,medium
5697863,downpour,2013-07-28 04:30:00,22.3521,91.8151,medium
5697864,downpour,2011-07-06 00:00:00,30.3214,78.0319,medium
5697865,downpour,2015-08-13 00:00:00,17.1686,121.048,medium
5697867,continuous_rain,2016-08-07 03:00:00,32.9041,75.0911,medium
5697868,downpour,2015-03-24 00:00:00,-11.9233,-76.6853,medium
5697870,downpour,2011-06-02 00:00:00,19.2088,-71.9747,medium
5697871,downpour,2013-07-23 00:00:00,30.1944,79.1939,medium
5697872,downpour,2010-04-06 00:00:00,-22.9778,-43.2324,medium
5697873,rain,2015-12-07 09:00:00,45.5346,-122.741,small
5697874,downpour,2010-03-11 00:00:00,40.4319,-80.0061,small
5697876,snowfall_snowmelt,2015-02-23 09:00:00,36.7172,-84.5448,small
5697877,downpour,2012-09-17 00:00:00,10.5906,122.1394,medium
5697878,downpour,2016-07-26 23:00:00,30.6935,77.4266,large
5697879,continuous_rain,2013-09-06 18:00:00,26.9318,87.3201,medium
5697880,rain,2008-01-13 00:00:00,40.0074,117.1703,large
5697882,downpour,2016-09-07 07:00:00,43.6966,-91.2725,small
5697885,downpour,2010-06-16 00:00:00,25.0633,92.8025,medium
5697886,downpour,2015-11-09 08:30:00,4.1661,101.1821,medium
5697887,downpour,2011-05-22 15:00:00,41.0033,-111.8657,small
5697889,downpour,2010-10-31 23:00:00,44.0513,10.127,medium
5697890,downpour,2014-06-01 00:00:00,44.8533,-93.4707,medium
5697892,downpour,1998-12-28 00:00:00,45.223,-123.5669,small
5697894,downpour,2010-07-29 00:00:00,22.1183,105.7412,medium
5697895,downpour,2010-08-07 23:00:00,33.7848,104.3715,very_large
5697896,downpour,2013-11-24 23:00:00,11.344,76.8691,medium
5697897,downpour,2010-10-07 00:00:00,36.4628,74.6191,medium
5697898,downpour,2008-07-15 00:00:00,7.89,98.3,medium
5697899,downpour,2016-03-28 09:00:00,47.91,-122.3209,small
5697900,downpour,2011-01-02 00:00:00,10.3861,124.98,medium
5697902,downpour,2016-07-08 00:00:00,42.9124,21.4743,medium
5697903,downpour,2011-10-15 00:00:00,10.4497,77.5206,medium
5697904,downpour,2016-06-21 09:00:00,27.334,103.6919,large
5697905,downpour,2011-07-11 09:00:00,25.6703,94.1095,medium
5697906,downpour,2012-04-18 04:08:00,3.4203,101.7901,medium
5697909,downpour,2012-07-21 00:00:00,47.4446,15.953,large
5697910,downpour,2011-08-16 00:00:00,29.2027,80.5307,medium
5697911,rain,2015-02-25 00:00:00,49.8748,-118.0732,medium
5697912,rain,2016-08-06 00:00:00,20.1353,-97.9307,medium
5697913,rain,2008-08-11 00:00:00,-3.3,128.4,medium
5697914,downpour,2015-03-10 04:00:00,32.5612,76.1238,medium
5697915,downpour,2014-11-05 00:00:00,-6.7947,106.7755,medium
5697917,rain,2016-08-04 00:00:00,17.3171,-62.796,unknown
5697918,downpour,2016-09-28 00:00:00,28.3131,84.9895,medium
5697919,continuous_rain,2014-07-06 18:00:00,27.1746,103.5564,medium
5697920,downpour,1997-01-19 00:00:00,47.7888,-122.6278,medium
5697921,rain,2014-03-05 09:00:00,47.2741,-122.2605,small
5697922,downpour,2010-06-15 08:00:00,22.0,92.3333,medium
5697923,downpour,2010-12-19 09:00:00,37.0359,-121.9444,small
5697925,downpour,2015-12-18 00:00:00,44.6881,-124.0636,small
5697926,rain,2013-05-22 21:30:00,35.0972,-82.448,medium
5697927,downpour,2013-06-17 00:00:00,29.5987,79.6592,medium
5697930,downpour,2010-03-16 10:00:00,40.4059,-75.0086,small
5697931,rain,2013-06-24 00:00:00,43.1674,-91.1351,medium
5697932,downpour,2012-07-07 00:00:00,8.4831,-13.2504,medium
5697935,downpour,2008-08-27 00:00:00,29.2,81.7,medium
5697938,downpour,2016-10-12 00:00:00,26.8692,88.4695,medium
5697939,rain,2014-04-04 00:00:00,38.689,-85.2388,small
5697940,downpour,2015-07-27 00:00:00,42.443,-72.801,small
5697941,rain,2008-02-16 00:00:00,-8.1513,111.7219,medium
5697942,downpour,2010-09-18 00:00:00,29.6042,79.5343,large
5697943,downpour,2013-07-22 00:00:00,27.7713,86.166,medium
5697944,downpour,2011-05-04 00:00:00,6.1993824,124.85664073,small
5697945,downpour,2011-10-03 09:30:00,7.8806,98.2937,small
5697947,downpour,2011-12-13 00:00:00,1.6056,-76.9742,medium
5697948,downpour,2009-09-06 14:30:00,-33.3667,-70.5833,medium
5697949,continuous_rain,2016-10-01 02:30:00,27.7759,85.8701,medium
5697951,downpour,2015-04-11 00:00:00,-7.159,108.9921,medium
5697953,rain,2012-11-18 00:00:00,-6.8349,106.659,medium
5697954,downpour,2010-02-28 18:00:00,-7.412,109.8852,medium
5697955,downpour,2012-02-09 05:00:00,-2.5089,140.705,medium
5697956,snowfall_snowmelt,2016-04-19 15:00:00,38.8744,-104.929,small
5697957,downpour,2009-08-19 00:00:00,26.8042,88.125,medium
5697958,continuous_rain,2011-02-11 00:00:00,6.8334,80.9933,medium
5697960,downpour,2014-01-31 19:32:00,-7.8291,112.453,large
5697962,rain,2007-06-17 00:00:00,31.2912,112.188,medium
5697963,downpour,2011-07-12 18:00:00,38.9249,-107.5447,small
5697965,downpour,2013-06-23 00:00:00,43.1925,-75.021,small
5697966,continuous_rain,2014-02-19 00:00:00,46.775,-123.0873,medium
5697967,downpour,2016-06-28 23:00:00,6.938,122.0088,small
5697968,downpour,2016-01-06 00:00:00,34.1941,-118.998,medium
5697969,downpour,2011-01-11 09:00:00,-26.916,152.7436,medium
5697970,downpour,2010-07-31 00:00:00,31.0655,77.1325,medium
5697971,rain,2009-09-12 00:00:00,8.742,76.8902,medium
5697973,downpour,2012-08-17 00:00:00,10.0011,76.7416,medium
5697975,downpour,2015-07-19 01:30:00,22.3507,91.8147,small
5697976,downpour,2010-04-12 00:00:00,15.2454,-61.3017,medium
5697977,rain,2008-08-12 00:00:00,12.845,75.66,medium
5697978,downpour,2012-05-12 00:00:00,40.0538,70.8159,medium
5697979,downpour,2011-08-27 00:00:00,32.6188,75.3504,medium
5697980,rain,2015-11-23 00:00:00,14.6881,-90.486,medium
5697981,rain,2014-05-22 17:00:00,24.4025,114.922,medium
5697982,downpour,2012-06-19 00:00:00,17.4999,121.132,medium
5697986,downpour,2014-11-04 00:00:00,43.8214,7.2412,medium
5697987,rain,2013-02-23 00:00:00,7.82217276,126.14636817,medium
5697989,rain,2014-06-18 00:00:00,44.1547,-93.9816,small
5697990,rain,2014-10-09 00:00:00,11.5366,-85.622,large
5697993,rain,2016-10-14 00:00:00,45.4966,-123.677,small
5697994,downpour,2012-06-19 08:00:00,-3.6551,128.1663,large
5697995,downpour,2010-08-19 23:00:00,27.7592,82.6335,medium
5697996,downpour,2010-04-05 00:00:00,-13.1171,-71.5841,medium
5697998,snowfall_snowmelt,2014-02-11 00:00:00,45.2623,-122.6921,medium
5697999,downpour,2011-01-16 00:00:00,48.1173,-121.579,small
5698000,downpour,2013-11-18 04:00:00,2.0033,112.9675,medium
5698003,continuous_rain,2015-07-07 23:00:00,26.8826,88.2806,medium
5698005,downpour,2008-07-25 00:00:00,36.98,128.66,medium
5698006,downpour,2012-09-05 00:00:00,10.747,122.9672,large
5698007,rain,2015-05-18 03:00:00,5.9681,-76.0113,large
5698008,downpour,2013-07-12 00:00:00,39.0555,127.2536,medium
5698010,rain,2012-01-19 15:00:00,44.1228,-122.3953,medium
5698011,downpour,2010-07-22 00:00:00,27.0674,89.5615,medium
5698013,downpour,2013-08-19 23:00:00,30.6293,78.3303,medium
5698014,downpour,2010-07-29 00:00:00,36.5011,74.8899,medium
5698015,rain,2011-01-20 14:37:00,44.9235,-123.0549,medium
5698016,downpour,2010-06-07 00:00:00,40.6553,-115.4195,medium
5698018,downpour,2008-08-07 00:00:00,25.705,94.04,medium
5698019,continuous_rain,2014-10-15 00:00:00,13.7135,-89.6938,medium
5698020,rain,2007-08-20 00:00:00,39.958,-80.7935,small
5698021,downpour,2011-06-20 00:00:00,26.3186,94.5121,medium
5698022,rain,2007-07-03 00:00:00,60.4279,9.398,medium
5698023,rain,2008-08-26 00:00:00,35.4213,-82.2,small
5698024,rain,2008-08-09 00:00:00,15.15,74.11,medium
5698025,rain,2014-05-25 00:00:00,39.1652,-107.8476,very_large
5698027,downpour,2016-10-11 00:00:00,20.3852,121.9206,medium
5698028,downpour,2010-03-13 16:00:00,-0.4755,100.3508,medium
5698029,rain,2013-01-24 00:00:00,7.2195,125.465,medium
5698030,rain,2007-08-24 00:00:00,28.0877,83.0971,medium
5698031,downpour,2010-12-11 08:00:00,47.7367,-121.0207,medium
5698034,continuous_rain,2011-07-03 00:00:00,27.26132994,86.77220558,medium
5698036,rain,2007-10-31 00:00:00,17.9493,-92.5534,medium
5698037,continuous_rain,2015-08-01 00:00:00,25.1122,94.3591,medium
5698038,downpour,2010-12-22 07:30:00,32.8296,-117.2626,small
5698039,downpour,2010-08-26 23:00:00,27.2319,88.497,medium
5698040,downpour,2011-01-16 00:00:00,43.8071,-123.7113,medium
5698041,downpour,2011-07-29 00:00:00,27.5862,80.1306,medium
5698042,rain,2013-07-10 13:30:00,37.9532,-104.9848,medium
5698043,downpour,2015-04-03 00:00:00,32.2934,77.1803,small
5698044,rain,2008-01-06 00:00:00,33.1517,75.5464,medium
5698045,downpour,2012-07-05 00:00:00,28.9986,94.8885,large
5698046,downpour,2009-02-25 00:00:00,-7.9115,112.343,medium
5698047,downpour,2011-08-23 00:00:00,29.9816,103.0132,medium
5698048,downpour,2016-07-29 00:00:00,39.9377,69.5597,medium
5698049,downpour,2010-07-13 09:00:00,30.9438,117.8108,medium
5698050,downpour,2008-08-06 00:00:00,29.428,81.28,large
5698051,downpour,2011-09-26 00:00:00,13.8801,124.3075,medium
5698052,downpour,2013-11-02 22:00:00,-6.083,145.1667,large
5698053,snowfall_snowmelt,2015-03-02 09:00:00,37.4233,-82.7058,small
5698054,downpour,2011-04-25 00:00:00,37.0379,-88.0267,small
5698055,downpour,2008-10-16 00:00:00,5.483,10.416,medium
5698056,continuous_rain,2014-07-17 00:00:00,28.027,112.9838,medium
5698057,downpour,2008-10-12 00:00:00,9.519,-83.706,medium
5698058,continuous_rain,2015-02-08 00:00:00,-3.4751,102.7627,medium
5698059,downpour,2014-08-21 21:30:00,42.8147,-74.5965,small
5698061,downpour,2011-02-13 23:00:00,33.577,74.1872,medium
5698062,downpour,2010-12-07 15:00:00,10.83003164,-60.940308,medium
5698063,downpour,2015-10-29 00:00:00,10.114,-84.3892,medium
5698065,downpour,2010-08-29 04:30:00,14.1015,-87.1607,medium
5698066,snowfall_snowmelt,2008-02-19 00:00:00,33.8122,35.7834,medium
5698067,rain,2007-04-24 00:00:00,42.4941,-96.4576,small
5698068,downpour,2010-07-19 06:00:00,26.7215,95.0283,medium
5698070,downpour,2011-07-06 08:00:00,37.8734,112.5626,medium
5698074,continuous_rain,2013-09-06 23:00:00,26.8988,87.2773,medium
5698075,downpour,2008-05-30 00:00:00,44.8098,7.1526,medium
5698076,downpour,2010-08-20 00:00:00,30.3846,78.8371,medium
5698077,continuous_rain,2015-08-21 00:00:00,22.1909,92.2135,medium
5698079,rain,2012-11-14 00:00:00,35.4401,-82.249,medium
5698080,rain,2015-12-08 18:30:00,-36.6184,146.8092,medium
5698084,downpour,2014-08-17 15:00:00,8.8528,-82.5969,small
5698085,downpour,2015-08-06 00:00:00,11.6753,92.749,medium
5698086,downpour,2014-08-12 03:30:00,28.3537,82.6184,medium
5698087,downpour,2010-01-10 00:00:00,18.1167,-76.45,medium
5698089,rain,2007-09-18 00:00:00,27.2872,88.2816,medium
5698090,downpour,2010-07-25 00:00:00,30.5589,77.2889,medium
5698091,rain,2016-07-30 00:00:00,63.4281,-150.3516,large
5698092,downpour,2014-03-19 09:00:00,7.718,126.0436,unknown
5698093,downpour,2010-12-30 09:00:00,29.7415,81.2467,medium
5698095,downpour,2010-12-19 21:00:00,34.0712,-119.0125,small
5698096,downpour,2010-06-15 13:20:00,30.07754642,102.14467779,large
5698098,downpour,2011-04-24 00:00:00,39.1653,-82.8435,medium
5698101,downpour,1997-01-19 08:00:00,47.6638,-122.5025,small
5698102,downpour,2010-08-22 00:00:00,30.4238,79.6724,medium
5698103,snowfall_snowmelt,2011-05-15 00:00:00,48.7191,-121.0087,medium
5698104,rain,2013-08-01 00:00:00,39.5366,-111.1562,small
5698105,downpour,2011-09-23 09:00:00,56.8227,-132.9587,medium
5698107,downpour,2015-04-14 15:00:00,37.5761,-82.7592,small
5698109,downpour,2010-04-06 00:00:00,-22.7694,-43.108,medium
5698110,downpour,2010-08-06 00:00:00,23.7365,92.7146,medium
5698111,downpour,2010-07-21 00:00:00,27.0502,89.9442,medium
5698112,rain,2015-11-16 00:00:00,46.2128,-122.9199,medium
5698113,rain,2014-04-30 23:00:00,37.5457,-82.7778,small
5698114,downpour,2010-04-28 22:00:00,41.8555,44.7229,medium
5698115,downpour,2008-08-29 00:00:00,35.645,139.28,medium
5698117,rain,2013-01-02 15:00:00,-6.9046,107.1222,medium
5698118,downpour,2011-04-23 07:30:00,42.81,-123.0451,medium
5698120,downpour,2012-11-11 00:00:00,23.7705,92.5217,medium
5698123,downpour,2008-07-22 00:00:00,44.93,-115.72,medium
5698125,downpour,2011-02-24 00:00:00,33.3307,75.1772,medium
5698126,downpour,2010-04-06 00:00:00,-22.9652,-43.1992,medium
5698128,continuous_rain,2014-02-21 00:00:00,39.0963,-84.5607,medium
5698129,rain,2015-01-30 15:25:00,52.3545,-127.698,medium
5698130,rain,2013-01-25 00:00:00,3.0194,101.6021,medium
5698131,downpour,2010-04-20 00:00:00,34.38667467,76.34149163999999,medium
5698133,downpour,2012-08-18 00:00:00,30.9922,103.6472,medium
5698134,continuous_rain,2014-06-07 00:00:00,29.5442,81.6254,medium
5698138,downpour,2010-04-06 00:00:00,-22.9619,-43.1773,medium
5698139,downpour,2015-06-25 09:00:00,34.141,74.6568,medium
5698140,downpour,2013-07-23 00:00:00,40.3444,-79.79,small
5698141,downpour,2013-04-15 09:00:00,40.469,-79.6774,medium
5698143,downpour,2008-07-01 00:00:00,52.96,-118.82,medium
5698145,rain,2007-07-05 00:00:00,28.1952,83.6099,medium
5698146,downpour,2014-09-23 18:00:00,7.6438,125.0284,medium
5698147,downpour,2013-06-15 00:00:00,31.5168,78.0976,medium
5698148,downpour,2010-09-03 00:00:00,30.135,78.3896,medium
5698150,downpour,2014-07-06 18:00:00,26.6432,99.5666,medium
5698152,downpour,2015-09-17 00:00:00,52.054,-9.9768,medium
5698153,downpour,2011-12-02 00:00:00,4.1798,-74.8008,very_large
5698155,rain,2012-03-30 00:00:00,40.2695,-124.2112,small
5698157,downpour,2011-10-26 00:00:00,44.2231,9.7197,large
5698158,downpour,2010-12-12 23:00:00,47.5462,-122.3978,medium
5698159,downpour,2011-04-13 23:00:00,6.468,-74.9411,medium
5698161,rain,2015-03-05 15:00:00,36.9972,-82.556,small
5698162,rain,2007-12-08 00:00:00,39.101,-84.822,medium
5698164,downpour,2010-09-17 00:00:00,30.75402442,79.49970189,very_large
5698165,rain,2007-05-27 00:00:00,28.2668,103.5681,medium
5698166,rain,2016-03-11 00:00:00,38.4115,-122.8921,medium
5698167,rain,2009-10-15 00:00:00,27.3144,89.545,small
5698169,downpour,2010-02-06 08:00:00,34.2141,-118.2222,medium
5698170,downpour,2010-05-31 00:00:00,27.5155,108.2319,medium
5698171,downpour,2010-12-12 00:00:00,8.0211,124.3133,medium
5698172,rain,2015-03-04 00:00:00,38.395,-81.5871,small
5698173,rain,2013-01-28 00:00:00,-7.7377,110.7387,medium
5698175,downpour,2016-02-17 00:00:00,-11.5589,-74.1365,large
5698176,downpour,2010-04-29 15:00:00,16.3335,120.6166,medium
5698178,rain,2007-11-13 22:00:00,11.1719,125.5245,medium
5698179,rain,2007-09-17 00:00:00,9.9242,123.1706,medium
5698181,rain,2014-07-13 00:00:00,27.9411,85.6838,small
5698182,downpour,2012-09-27 09:00:00,40.7067,-105.5951,medium
5698183,rain,2007-09-08 00:00:00,23.9,99.0333,medium
5698184,downpour,2016-07-07 23:00:00,27.7009,86.726,large
5698185,downpour,2013-08-23 10:00:00,40.1504,-79.4592,medium
5698188,downpour,2013-07-16 00:00:00,32.3382,105.8313,large
5698190,downpour,2016-08-07 00:00:00,33.2483,75.2131,medium
5698192,downpour,2010-04-06 00:00:00,-22.808,-43.1835,medium
5698193,rain,2008-04-19 00:00:00,31.1667,110.85,large
5698194,downpour,2011-07-09 00:00:00,35.5038,128.7464,medium
5698195,rain,2016-07-21 09:00:00,26.9015,88.4719,medium
5698196,downpour,2011-08-03 00:00:00,28.7014,82.6513,medium
5698198,downpour,2009-11-10 00:00:00,-4.0666,37.7503,large
5698199,downpour,2010-03-20 00:00:00,-6.7234,107.1756,medium
5698200,downpour,2014-08-11 23:00:00,37.4282,-105.4449,small
5698201,continuous_rain,2011-02-11 00:00:00,6.9315,81.1752,medium
5698202,continuous_rain,2016-03-09 00:00:00,-6.6811,107.0274,medium
5698203,rain,2012-11-18 00:00:00,-6.952,106.4785,medium
5698204,downpour,2011-01-11 09:00:00,-27.3776,152.8211,medium
5698205,rain,2013-07-10 15:00:00,38.8759,-104.9362,medium
5698206,rain,2011-06-20 22:00:00,-42.4008,173.6814,medium
5698210,continuous_rain,2015-04-02 23:00:00,33.7795,70.4457,medium
5698211,downpour,2012-05-31 00:00:00,42.0835,44.7,large
5698212,rain,2007-10-25 00:00:00,11.7792,78.2034,medium
5698214,rain,2007-09-20 00:00:00,7.36446924,126.03537778,large
5698215,downpour,2011-08-07 00:00:00,33.0271,75.0018,medium
5698216,rain,2016-07-17 09:00:00,20.8467,-156.1374,medium
5698218,downpour,2013-07-12 00:00:00,40.6489,-105.1748,small
5698219,downpour,2011-02-15 00:00:00,-14.0731,-72.9562,medium
5698221,rain,2007-12-03 00:00:00,47.6373,-122.3406,medium
5698223,downpour,2011-05-03 08:00:00,38.1825,-84.8757,small
5698224,rain,2007-11-04 00:00:00,13.7143,124.3807,medium
5698225,rain,2016-10-16 15:00:00,13.7934,102.8987,medium
5698226,rain,2013-04-23 00:00:00,0.7793,-79.5864,large
5698227,rain,2008-01-01 00:00:00,40.3916,-79.732,small
5698228,rain,2012-03-14 08:00:00,62.9218,10.1464,medium
5698230,rain,2014-08-16 00:00:00,28.61209203,81.64645269,large
5698231,downpour,2010-08-28 00:00:00,14.7161,-89.4096,medium
5698232,downpour,2016-10-02 00:00:00,7.8354,125.3915,medium
5698233,downpour,2010-08-14 00:00:00,26.148,94.8422,medium
5698234,rain,2008-01-06 00:00:00,-8.1955,111.1038,medium
5698235,downpour,2011-11-30 04:30:00,34.6781,-86.0343,medium
5698236,downpour,2011-04-11 08:00:00,1.4128,-77.398,medium
5698237,downpour,2012-05-29 00:00:00,39.716,76.1671,medium
5698238,rain,2014-04-09 09:00:00,39.2341,-84.3118,small
5698239,continuous_rain,2013-07-28 00:00:00,34.4318,131.5032,medium
5698240,downpour,2008-12-26 00:00:00,7.8474,126.0938,medium
5698241,downpour,2016-07-29 00:00:00,29.8825,81.2603,large
5698242,rain,2007-09-03 00:00:00,27.3258,86.087,medium
5698244,downpour,2012-02-02 09:10:00,-33.7344,151.1116,small
5698245,rain,2010-07-30 15:00:00,15.9517,73.9958,medium
5698246,downpour,2010-08-12 00:00:00,33.4008,104.9221,medium
5698249,downpour,2010-06-18 15:00:00,26.2617,116.6544,large
5698252,downpour,2015-12-08 00:00:00,48.0487,-122.2781,small
5698255,downpour,2016-05-09 00:00:00,39.5062,67.6204,large
5698256,downpour,2011-07-02 00:00:00,31.4768,103.5902,large
5698257,downpour,2010-07-31 18:20:00,19.1287,72.8889,medium
5698260,downpour,2012-06-29 00:00:00,55.7584,-1.9942,medium
5698261,rain,2012-12-02 00:00:00,45.2462,-116.3322,medium
5698262,downpour,2015-06-17 00:00:00,27.0087,88.443,small
5698263,continuous_rain,2014-07-10 00:00:00,19.9024,99.8324,small
5698264,rain,2014-09-16 00:00:00,37.1422,-113.5043,small
5698267,rain,2008-01-03 00:00:00,10.3904,124.9851,medium
5698268,snowfall_snowmelt,2015-02-27 00:00:00,38.745,75.0635,medium
5698269,downpour,2012-05-17 00:00:00,-1.2649,116.8311,medium
5698271,rain,2011-03-01 09:00:00,45.5118,-122.6866,small
5698272,rain,2007-11-25 00:00:00,17.75,121.25,medium
5698273,rain,2008-08-01 00:00:00,24.896,91.9022,medium
5698274,downpour,2013-06-28 13:00:00,28.1506,113.149,medium
5698275,downpour,2010-04-06 00:00:00,-22.9135,-42.9831,medium
5698276,downpour,2010-06-15 15:00:00,28.0731,119.133,medium
5698277,downpour,2009-09-09 23:00:00,31.5494,76.9001,medium
5698278,downpour,2011-08-16 08:00:00,25.5144,90.2167,medium
5698279,rain,2015-07-24 00:00:00,35.1807,76.0557,medium
5698280,downpour,2013-09-23 00:00:00,50.6296,-1.1959,small
5698281,downpour,2015-04-22 16:00:00,12.8659,74.8852,small
5698282,rain,2013-09-05 00:00:00,22.804,104.9877,very_large
5698283,downpour,2010-09-20 00:00:00,29.3376357,79.48354487,medium
5698284,rain,2009-12-23 00:00:00,29.48,80.94,medium
5698286,downpour,2011-01-10 00:00:00,34.1704,-118.011,small
5698287,rain,2007-02-11 00:00:00,4.4999,114.6667,small
5698288,downpour,2011-02-03 17:00:00,9.3059,125.8571,large
5698289,downpour,2008-12-06 00:00:00,3.1869,101.773,large
5698290,downpour,2011-10-02 00:00:00,41.4978,44.8025,medium
5698291,downpour,2012-01-18 00:00:00,33.7584,35.6376,medium
5698293,rain,2010-03-22 17:00:00,-0.2613,100.7616,medium
5698294,continuous_rain,2015-08-15 00:00:00,30.9111,78.6814,medium
5698295,downpour,2013-09-14 23:00:00,35.0952,-106.6265,small
5698296,continuous_rain,2015-09-08 02:00:00,10.1932,-14.046,medium
5698297,rain,2014-12-22 00:00:00,37.7837,-122.5103,medium
5698298,downpour,2011-02-25 00:00:00,34.2808,-118.2192,medium
5698300,downpour,2008-07-30 00:00:00,25.606,96.275,large
5698302,continuous_rain,2015-09-08 00:00:00,10.8544,-13.3245,large
5698303,downpour,2013-06-18 23:14:00,33.8724,109.9404,medium
5698304,downpour,2009-10-23 00:00:00,16.3395,107.7424,medium
5698305,downpour,2011-08-07 00:00:00,31.71456806,77.02239366,medium
5698307,downpour,2016-07-29 00:00:00,27.3027,86.5079,unknown
5698308,continuous_rain,2015-05-11 00:00:00,39.779,-105.2274,small
5698309,downpour,2010-06-06 00:00:00,52.9523,-1.1277,medium
5698312,downpour,2011-05-11 00:00:00,-37.6304,176.0454,medium
5698315,downpour,2014-08-16 00:00:00,36.9412,136.8222,medium
5698316,downpour,2010-07-11 00:00:00,27.67089598,111.41323648,medium
5698317,rain,2016-08-16 00:00:00,16.345,120.6154,medium
5698318,downpour,2015-02-07 13:30:00,-8.5083,115.5641,medium
5698319,continuous_rain,2014-06-01 00:00:00,44.8979,-93.1471,small
5698320,downpour,2011-01-27 00:00:00,4.9723,117.9555,medium
5698321,downpour,2010-05-19 04:00:00,3.1575,101.6896,medium
5698323,downpour,2015-07-01 00:00:00,6.9264,122.0239,medium
5698324,downpour,2011-03-15 17:00:00,38.5056,-123.0706,small
5698325,rain,2007-09-07 00:00:00,27.5964,85.1114,medium
5698326,downpour,2011-01-16 00:00:00,44.1989,-124.113,medium
5698327,downpour,2011-03-14 00:00:00,48.3439,-122.3536,medium
5698328,downpour,2011-03-24 00:00:00,37.5962,-121.9207,medium
5698329,rain,2015-06-13 13:00:00,2.8696,-76.3034,medium
5698330,downpour,2012-06-24 00:00:00,21.7684,92.3783,large
5698331,downpour,2011-01-16 00:00:00,43.6361,-116.0287,medium
5698334,downpour,2010-06-08 00:00:00,5.925,116.0981,medium
5698335,downpour,2014-03-22 10:45:00,48.2847,-121.8495,large
5698337,rain,2011-06-27 06:00:00,39.7956,-105.7643,medium
5698338,downpour,2010-12-20 00:00:00,36.0185,-115.5073,small
5698339,rain,2007-03-26 00:00:00,46.355,-122.5479,medium
5698340,downpour,2013-09-03 00:00:00,28.4505,83.342,medium
5698341,rain,2008-07-27 00:00:00,27.09,86.37,medium
5698343,downpour,2013-09-03 00:00:00,47.0272,11.4988,medium
5698344,downpour,2010-07-20 00:00:00,29.9862,78.6115,medium
5698345,rain,2014-12-15 14:10:00.000001,36.5763,-121.9112,small
5698346,downpour,2014-09-08 00:15:00,18.1444,-76.4587,small
5698347,rain,2011-02-13 00:00:00,49.1624,-123.8611,medium
5698348,downpour,2010-07-22 00:00:00,16.7294,-92.6389,small
5698349,downpour,2011-10-14 00:00:00,6.0672,7.4833,large
5698352,downpour,2011-10-15 00:00:00,5.92,-76.2363,medium
5698353,downpour,2015-01-05 01:00:00,46.9445,-123.6483,medium
5698354,downpour,2008-10-28 00:00:00,15.376,-91.596,medium
5698355,downpour,2015-06-05 12:00:00,36.9346,-111.4876,small
5698356,downpour,2010-08-21 00:00:00,47.422,11.5224,medium
5698357,downpour,2010-06-23 09:00:00,43.6229,-91.2718,small
5698359,downpour,2015-02-02 00:00:00,5.6249,117.1589,medium
5698362,rain,2015-11-13 23:00:00,28.4712,119.8323,medium
5698363,rain,2015-09-27 00:00:00,14.617,-90.4997,medium
5698365,downpour,2012-07-22 00:00:00,11.405,76.0376,medium
5698366,downpour,2015-03-28 18:00:00,33.9548314,74.79428356,medium
