OBJECTID,landslide_trigger,event_date,latitude,longitude,landslide_size
5691525,rain,2010-04-07 13:50:00,29.5248,103.3545,large
5691526,downpour,2010-08-17 08:00:00,26.9435,88.4445,medium
5691527,downpour,2010-10-01 00:00:00,9.9108,-84.1764,medium
5691530,rain,2007-06-13 00:00:00,26.7324,88.4089,small
5691531,downpour,2013-11-28 16:00:00,-41.2869,174.0184,medium
5691532,continuous_rain,2015-07-26 00:00:00,31.7085,76.9297,small
5691533,continuous_rain,2014-12-19 15:00:00,37.8868,-122.6271,small
5691534,downpour,2015-09-27 00:00:00,13.4058,-86.6122,medium
5691536,downpour,2012-03-22 08:00:00,39.0545,-94.6478,small
5691538,downpour,2010-10-07 00:00:00,34.8075,73.6889,medium
5691539,continuous_rain,2015-07-07 00:00:00,38.384,-82.5201,small
5691543,downpour,2015-10-11 00:00:00,19.2201,97.3876,medium
5691544,downpour,2016-10-12 00:00:00,26.8861,88.1704,medium
5691546,downpour,2014-09-07 00:00:00,33.0677,75.1466,medium
5691547,downpour,2010-08-12 18:00:00,34.627980259999994,105.74029079,medium
5691548,downpour,2010-01-18 00:00:00,34.2074,-118.1258,small
5691550,rain,2012-01-10 15:50:00,10.8388,123.495,medium
5691552,rain,2010-12-29 11:30:00,33.8763,-117.6602,small
5691553,downpour,2011-01-12 04:00:00,-22.5037,-43.2172,large
5691554,downpour,2010-10-10 02:45:00,47.3848,-122.4801,small
5691556,downpour,2014-11-30 15:00:00,34.0666,-118.9962,medium
5691557,downpour,2008-09-11 00:00:00,8.646,-13.2279,medium
5691558,downpour,2016-06-15 07:00:00,27.7292,112.8215,unknown
5691560,rain,2013-03-13 17:00:00,51.9565,0.9666,medium
5691561,rain,2016-06-18 00:00:00,-7.7112589,110.0557389,large
5691562,downpour,2010-01-21 09:00:00,33.1677,-117.0232,small
5691565,downpour,2012-02-17 00:00:00,16.9332,120.4786,medium
5691566,downpour,2013-07-22 00:00:00,27.9142,83.7876,medium
5691568,rain,2012-02-07 16:40:00,36.1207,103.3173,medium
5691569,downpour,2010-02-06 08:00:00,34.2183,-118.1936,small
5691570,continuous_rain,2015-12-18 00:00:00,12.1512,123.6452,medium
5691571,downpour,2012-05-01 14:00:00,31.7501,110.6807,medium
5691572,downpour,2008-09-06 00:00:00,9.35,-83.678,medium
5691574,rain,2013-07-03 23:00:00,37.1995,-80.0628,medium
5691575,downpour,2012-04-02 00:00:00,12.2736,108.9163,medium
5691576,downpour,2012-02-12 00:00:00,13.6048,123.5215,medium
5691577,downpour,2011-11-09 17:00:00,15.7833,121.4667,medium
5691578,downpour,2013-06-19 00:00:00,1.4145,35.3574,medium
5691580,downpour,2011-03-22 00:00:00,28.0791,96.5242,medium
5691583,downpour,2015-05-28 17:30:00,48.2452,-120.1105,medium
5691585,rain,2016-08-16 00:00:00,16.6319,120.8333,medium
5691587,continuous_rain,2015-04-03 00:00:00,34.0604,74.4203,small
5691588,downpour,2015-05-10 00:00:00,35.5008,-93.6821,small
5691589,rain,2014-08-20 18:00:00,20.5349,73.1703,medium
5691590,downpour,2011-11-04 23:00:00,4.5374,-75.6502,large
5691591,downpour,2008-07-09 00:00:00,38.34,-81.6,small
5691593,rain,2009-04-14 23:00:00,40.6235,-111.7443,small
5691595,downpour,2010-02-09 00:00:00,-13.44799948,-72.25984911,medium
5691596,downpour,2013-12-24 02:00:00,15.3288,-61.347,large
5691597,downpour,2011-12-06 00:00:00,10.4919,-66.9022,very_large
5691598,downpour,2011-08-25 20:30:00,13.6396,123.2806,medium
5691599,downpour,2015-12-04 00:00:00,35.5867,-82.5517,unknown
5691600,rain,2013-07-10 00:00:00,27.5001,86.8669,medium
5691601,rain,2011-07-21 00:00:00,30.1665,78.1123,medium
5691602,downpour,2014-08-05 06:00:00,40.8269,-111.9024,medium
5691605,rain,2008-04-20 00:00:00,-17.9665,178.4367,small
5691606,continuous_rain,2015-08-07 03:30:00,18.7631,73.347,small
5691607,downpour,2007-03-03 00:00:00,-8.626481140000001,120.44016094,medium
5691609,downpour,2014-05-30 00:00:00,50.9186,-2.6853,small
5691610,downpour,2010-04-17 15:00:00,27.3341,88.6083,small
5691611,downpour,2010-08-23 00:00:00,29.4605,81.682,medium
5691612,continuous_rain,2015-06-24 00:00:00,26.0319,94.5466,medium
5691613,downpour,2009-09-12 00:00:00,29.3083,81.057,medium
5691614,downpour,2010-07-13 00:00:00,27.231,103.1931,large
5691615,downpour,2010-12-22 00:00:00,33.0648,-117.3049,small
5691616,downpour,2013-08-14 00:00:00,33.7705,74.0967,medium
5691617,downpour,2015-07-24 00:00:00,47.93,-120.5182,small
5691618,rain,2015-08-11 23:00:00,32.1967,76.3194,medium
5691619,downpour,2011-08-09 00:00:00,24.5958,72.7169,medium
5691621,downpour,2010-10-08 23:00:00,-26.6144,153.0265,small
5691622,downpour,2011-06-23 00:00:00,36.25,137.65,medium
5691623,rain,2007-06-25 00:00:00,18.431,79.1492,medium
5691624,downpour,2014-11-06 18:30:00,4.4119,101.3801,medium
5691625,downpour,2011-07-03 00:00:00,34.1491,76.826,medium
5691626,continuous_rain,2011-05-13 00:00:00,40.0118,-79.9935,medium
5691628,rain,2007-11-02 00:00:00,45.6706,-121.9383,small
5691629,continuous_rain,2015-07-20 00:00:00,35.0629,-118.6257,medium
5691632,downpour,2016-07-16 15:00:00,30.4554,78.0973,medium
5691634,rain,2015-10-04 23:00:00,33.5006,-117.7431,medium
5691635,downpour,2012-04-18 00:00:00,11.2181,-60.6234,medium
5691636,downpour,2011-01-06 04:00:00,7.2094,100.5901,medium
5691637,downpour,2008-07-27 00:00:00,37.5588,-105.135,small
5691638,rain,2010-06-16 00:00:00,27.0765,88.4808,medium
5691640,downpour,2015-06-21 09:00:00,39.544,-77.7175,small
5691641,rain,2010-07-30 09:30:00,9.9271,-84.4568,medium
5691642,downpour,2011-06-14 00:00:00,31.0349,112.4408,medium
5691643,downpour,2010-07-30 00:00:00,35.049,72.7541,large
5691644,downpour,2011-08-29 00:00:00,1.2197,34.3479,medium
5691645,downpour,2010-09-24 00:00:00,25.0801,121.6586,medium
5691647,rain,2015-12-09 15:00:00,45.942,-122.7759,medium
5691648,downpour,2010-09-04 00:00:00,14.5832,-90.7379,medium
5691649,downpour,2010-07-23 23:00:00,34.5208,110.0312,medium
5691650,rain,2007-01-13 00:00:00,6.9658,80.7577,large
5691651,downpour,2009-08-24 12:50:00,52.801,-8.8776,small
5691652,rain,2008-01-16 17:30:00,4.4606,101.3941,medium
5691654,downpour,2011-07-30 00:00:00,37.6577,138.9862,medium
5691655,downpour,2014-10-23 09:00:00,10.124,-61.5329,medium
5691656,downpour,2016-05-20 00:00:00,-8.6974,160.8362,medium
5691659,continuous_rain,2016-06-12 00:00:00,26.1677,94.2442,unknown
5691661,downpour,2008-08-27 00:00:00,22.75,104.6667,medium
5691664,downpour,2010-03-12 00:00:00,45.0228,-123.8317,medium
5691665,continuous_rain,2015-01-22 00:00:00,15.1754,-87.8164,small
5691666,rain,2011-09-09 08:00:00,17.7297,100.6846,medium
5691667,downpour,2010-07-30 00:00:00,15.949,73.9667,medium
5691668,rain,2014-04-20 23:00:00,45.8168,-73.9024,small
5691669,rain,2015-10-08 00:00:00,13.8176,-85.688,medium
5691670,downpour,2011-03-11 01:00:00,41.5041,-75.982,medium
5691671,downpour,2010-12-04 00:00:00,-28.131,153.2893,medium
5691673,downpour,2010-12-07 00:00:00,6.8339,100.9366,medium
5691674,downpour,2010-07-24 00:00:00,22.2931,103.9618,medium
5691677,downpour,2012-06-25 00:00:00,27.174,95.8011,large
5691678,downpour,2009-09-07 08:00:00,-34.2,-71.0167,medium
5691681,downpour,2010-09-17 09:00:00,16.5141,80.6055,medium
5691682,downpour,2010-08-03 00:00:00,8.4418,-73.2665,medium
5691687,downpour,2012-04-08 00:00:00,28.4659,95.86,medium
5691689,rain,2016-08-01 07:00:00,27.8009,84.8423,medium
5691690,continuous_rain,2015-05-19 00:00:00,38.2967,-105.2706,small
5691691,downpour,2014-02-15 00:00:00,32.3032,-64.7792,medium
5691692,downpour,2011-03-24 12:30:00,37.9252,-121.9117,small
5691693,rain,2007-07-28 00:00:00,28.0764,83.2519,medium
5691694,rain,2010-12-28 22:00:00,45.5153,-122.7004,small
5691695,downpour,2010-10-10 00:00:00,10.3355,123.9054,medium
5691696,downpour,2011-05-29 12:00:00,44.1921,-72.4975,small
5691697,downpour,2009-12-28 00:00:00,-14.2956,-170.6777,medium
5691698,downpour,2012-04-01 23:00:00,-16.6872,178.7081,medium
5691699,downpour,2013-07-04 08:00:00,8.5055,98.2868,medium
5691700,downpour,2012-06-24 12:00:00,49.9145,-116.9155,medium
5691701,downpour,2013-10-07 00:00:00,9.7534,122.4786,large
5691702,rain,2011-05-31 18:00:00,30.4783,78.2741,medium
5691703,rain,2007-08-08 00:00:00,21.52723923,94.41480647,medium
5691706,downpour,2010-04-06 00:00:00,-22.9638,-43.4762,medium
5691708,continuous_rain,2015-08-11 00:00:00,29.3064,81.0561,medium
5691709,downpour,2011-11-11 00:00:00,54.458,-6.2947,medium
5691710,downpour,2014-09-11 00:00:00,30.688,79.0478,medium
5691711,downpour,2010-08-09 00:00:00,30.6463,79.5306,medium
5691712,rain,2010-10-03 00:00:00,12.9711,76.2728,medium
5691713,downpour,2010-11-11 00:00:00,15.2074,108.7103,medium
5691715,downpour,2010-08-27 16:30:00,24.7505,93.4221,medium
5691717,continuous_rain,2012-01-24 06:30:00,-5.8556,142.9354,large
5691718,continuous_rain,2015-07-22 00:00:00,25.4477,94.0489,medium
5691719,downpour,2014-12-04 01:00:00,33.8294,-116.9746,medium
5691720,rain,2013-02-20 22:30:00,11.8006,125.3731,medium
5691721,continuous_rain,2015-06-26 18:00:00,28.1881,84.8711,medium
5691722,rain,2016-06-18 18:00:00,-7.5532,109.475,medium
5691723,continuous_rain,2014-06-30 15:00:00,6.4737,125.0676,medium
5691724,downpour,2012-08-17 00:00:00,9.7285,76.803,medium
5691725,continuous_rain,2013-08-04 00:00:00,26.284,94.5808,medium
5691726,downpour,2011-05-22 00:00:00,25.0672,93.4093,medium
5691727,rain,2012-02-01 04:00:00,64.4112,-14.5624,medium
5691728,downpour,2008-11-16 00:00:00,6.217,-75.576,large
5691729,downpour,2011-07-28 00:00:00,9.2038,123.596,medium
5691730,rain,2008-08-18 00:00:00,6.08,-75.639,medium
5691731,continuous_rain,2014-05-27 00:00:00,19.7698,-72.2085,small
5691732,rain,2008-08-10 00:00:00,25.08,75.72,medium
5691734,continuous_rain,2015-08-01 00:00:00,24.1988,94.1016,medium
5691739,downpour,2011-01-12 00:00:00,-22.233,-43.1105,medium
5691740,downpour,2008-09-09 00:00:00,37.9472,41.5061,medium
5691741,continuous_rain,2015-06-10 15:00:00,6.05034178,116.55156466,medium
5691742,downpour,2012-09-14 00:00:00,11.7148,125.0704,large
5691743,downpour,2013-06-17 00:00:00,30.6945,79.0544,large
5691744,downpour,2008-12-24 00:00:00,39.87,-121.611,small
5691745,downpour,2010-07-14 00:00:00,35.2507,137.8163,medium
5691746,downpour,2010-01-20 00:00:00,-17.9642,-65.4614,medium
5691747,rain,2011-08-07 00:00:00,31.0766,77.3913,medium
5691748,rain,2013-06-07 12:30:00,52.9903,-119.3106,medium
5691749,downpour,2010-04-06 00:00:00,-22.9428,-43.1861,medium
5691750,downpour,2009-10-01 00:00:00,38.1923,15.5555,large
5691753,downpour,2011-02-24 16:30:00,3.0665,101.6235,medium
5691755,downpour,2010-07-29 00:00:00,12.896,74.8735,medium
5691756,downpour,2011-05-03 09:00:00,-2.7571,121.0874,medium
5691758,downpour,2012-04-21 14:00:00,-6.25047403,106.84168949,medium
5691759,downpour,2013-09-12 18:00:00,43.2804,-115.4953,medium
5691760,downpour,2016-06-21 17:30:00,3.61508188,125.49119308,large
5691762,downpour,2009-11-09 00:00:00,11.4098,76.6939,medium
5691765,downpour,2011-04-21 00:00:00,39.0189,-84.4536,small
5691766,downpour,2010-04-16 00:00:00,-0.4777,100.3467,medium
5691769,downpour,2013-07-01 23:00:00,39.1226,-84.4756,small
5691770,downpour,2014-11-07 00:00:00,32.9411,75.0922,medium
5691771,downpour,2010-11-20 00:00:00,5.45,-75.0167,medium
5691772,downpour,2013-06-18 00:00:00,29.5326,82.1482,medium
5691773,downpour,2012-02-15 00:00:00,32.3682,75.5227,medium
5691774,downpour,2010-12-21 14:00:00,33.4581,-117.6705,small
5691776,downpour,2013-07-24 00:00:00,19.1711,73.0207,medium
5691777,downpour,2010-06-17 00:00:00,-8.0011,-34.9029,medium
5691778,downpour,2016-10-16 19:00:00,-6.7663,146.4261,medium
5691781,downpour,2015-05-20 00:00:00,44.7184,-110.4966,small
5691783,rain,2011-07-29 00:00:00,4.0391,9.6857,medium
5691785,downpour,2010-12-19 00:00:00,40.7659,-123.1034,medium
5691786,rain,2013-04-22 00:00:00,-0.6772,34.7716,large
5691789,downpour,2010-02-28 00:00:00,-15.2086,-72.8973,medium
5691790,rain,2011-07-20 00:00:00,10.3622,123.8639,medium
5691791,continuous_rain,2008-12-08 00:00:00,12.1969,124.5528,medium
5691793,downpour,2014-08-13 12:30:00,46.6723,9.6947,small
5691794,rain,2013-04-18 10:00:00,41.2581,-89.2025,medium
5691796,downpour,2010-12-19 15:44:00,40.7397,-123.0315,medium
5691797,downpour,2014-05-30 18:00:00,15.4918,-91.7671,small
5691798,rain,2013-06-18 15:00:00,30.3797,78.5017,medium
5691799,downpour,2013-09-05 23:45:00,48.3122,-120.6576,medium
5691800,rain,2014-09-19 15:00:00,9.9643,-84.252,small
5691802,rain,2013-01-12 00:00:00,35.2746,73.2235,medium
5691803,downpour,2011-03-12 09:00:00,48.0943,-122.4971,medium
5691804,downpour,2010-08-28 00:00:00,15.4168,-89.8207,medium
5691807,rain,2007-09-29 00:00:00,16.8333,121.1167,medium
5691809,downpour,2011-03-17 02:00:00,11.3,124.9667,medium
5691810,downpour,2010-12-12 08:00:00,48.749,-123.4541,small
5691811,snowfall_snowmelt,2010-04-29 00:00:00,49.6603,-110.2674,medium
5691812,downpour,2013-07-25 00:00:00,11.3192,76.5959,medium
5691813,downpour,2011-01-13 09:00:00,45.8753,-123.1691,small
5691814,downpour,2010-08-29 22:00:00,27.7276,88.0446,medium
5691817,downpour,2014-07-14 15:00:00,13.3703,100.9953,small
5691818,snowfall_snowmelt,2016-04-03 00:00:00,40.6319,-115.3703,small
5691819,downpour,2011-05-08 00:00:00,6.0061,-72.924,medium
5691820,downpour,2009-07-24 00:00:00,33.601,130.5823,medium
5691821,rain,2015-01-05 00:00:00,47.4294,-121.4248,small
5691823,rain,2011-07-29 00:00:00,-0.5713,101.3782,medium
5691824,downpour,2013-11-13 00:00:00,8.4863,76.9517,medium
5691825,downpour,2010-11-13 00:00:00,6.2674,-75.5758,medium
5691827,downpour,2011-03-13 08:00:00,47.5817,-122.4957,small
5691829,downpour,2014-11-12 09:00:00,45.576,8.0499,medium
5691830,rain,2008-08-22 00:00:00,52.438,-9.43,medium
5691831,downpour,2011-03-14 08:00:00,47.223,-122.4396,small
5691832,downpour,2011-06-15 18:00:00,-34.0298,18.3497,small
5691834,downpour,2010-07-16 02:00:00,35.4888,133.104,medium
5691835,rain,2016-03-11 00:00:00,39.6942,-123.7976,medium
5691836,downpour,2015-01-04 23:00:00,46.978,-123.796,medium
5691837,continuous_rain,2008-09-10 23:00:00,-32.8091,149.8098,medium
5691838,downpour,2008-06-27 00:00:00,25.79,113.02,large
5691839,continuous_rain,2014-10-28 00:00:00,26.1095,103.1552,medium
5691841,downpour,2012-03-30 00:00:00,41.88,-124.1308,small
5691842,rain,2008-08-06 00:00:00,44.146,-71.9677,small
5691843,downpour,2010-08-23 00:00:00,27.6041,84.8603,medium
5691844,downpour,2013-06-01 00:00:00,27.8776,94.25,large
5691845,rain,2007-07-02 00:00:00,34.5625,73.8319,large
5691847,downpour,2012-04-24 15:30:00,26.6057,118.7483,medium
5691848,continuous_rain,2014-06-23 00:00:00,12.3511,-84.8064,medium
5691849,downpour,2010-07-21 00:00:00,14.6808,-90.5214,medium
5691851,downpour,2012-06-20 00:00:00,26.149,91.7351,medium
5691852,snowfall_snowmelt,2015-08-13 09:40:00.000001,46.8212,-121.8046,medium
5691853,downpour,2010-08-24 15:00:00,35.6804,113.6385,medium
5691855,downpour,2010-10-04 00:00:00,30.9546,77.1792,medium
5691856,downpour,2010-02-24 02:00:00,37.0456,-121.9396,small
5691857,continuous_rain,2015-08-21 00:00:00,16.3798,120.6852,medium
5691859,downpour,2010-04-06 00:00:00,-22.8943,-43.1081,medium
5691861,downpour,2011-03-24 08:00:00,36.009,-121.5189,medium
5691862,downpour,2016-06-24 23:00:00,12.8157,74.8586,medium
5691863,downpour,2010-05-04 08:00:00,3.4205,-76.5222,medium
5691866,rain,2012-12-21 00:00:00,44.0106,-123.7121,medium
5691867,downpour,2007-10-09 00:00:00,32.4167,104.95,large
5691868,rain,2013-04-17 08:00:00,37.4996,-82.4902,medium
5691870,downpour,2012-06-02 00:00:00,26.1475,91.7356,large
5691871,rain,2016-02-27 15:30:00,44.104,-116.0033,small
5691872,rain,2015-09-27 00:00:00,14.744,-91.1344,medium
5691873,downpour,2009-02-17 06:30:00,36.1657,-121.675,small
5691874,downpour,2008-12-07 00:00:00,13.6862,124.264,medium
5691875,downpour,2016-09-06 09:00:00,6.6265,3.3561,medium
5691876,downpour,2011-05-25 00:00:00,16.3562,120.7084,small
5691878,rain,2014-06-02 00:00:00,43.8608,41.5897,medium
5691879,rain,2007-10-12 00:00:00,18.1257,-77.7405,medium
5691880,downpour,2011-03-26 00:00:00,7.9467,-72.4908,medium
5691881,downpour,2013-09-07 18:00:00,40.4733,-111.751,small
5691884,continuous_rain,2013-09-01 00:00:00,24.9037,93.487,medium
5691885,downpour,2010-12-21 14:10:00.000001,34.1608,-117.2959,small
5691886,downpour,2014-08-24 00:00:00,45.3532,141.0171,medium
5691887,downpour,2010-07-04 23:00:00,28.05,84.95,medium
5691888,rain,2013-03-25 08:00:00,-6.9758,108.1008,large
5691889,rain,2008-02-03 00:00:00,-28.0667,153.2298,medium
5691890,downpour,2014-01-03 18:00:00,51.4635,0.134,medium
5691891,continuous_rain,2016-07-16 00:00:00,29.5679,82.283,medium
5691892,downpour,2015-08-02 21:00:00,22.7672,105.9839,medium
5691893,downpour,2013-08-24 15:00:00,34.8442,132.1561,medium
5691894,continuous_rain,2011-02-17 00:00:00,6.957291000000001,81.12046509000001,medium
5691895,downpour,2010-06-05 00:00:00,40.4127,-80.0284,small
5691898,downpour,2011-05-11 00:00:00,38.544,-82.548,small
5691899,downpour,2011-04-12 09:00:00,12.1353,-61.6871,small
5691900,downpour,2007-04-01 00:00:00,37.576,72.592,medium
5691901,downpour,2016-10-02 00:00:00,-36.5438,174.7033,medium
5691903,downpour,2013-07-12 16:00:00,40.6558,-105.3742,small
5691904,downpour,2010-03-14 16:30:00,38.9632,-82.7353,small
5691906,downpour,2010-06-03 00:00:00,39.9854,72.9227,medium
5691907,downpour,2009-11-01 00:00:00,56.5622,-2.5808,medium
5691908,downpour,2010-02-10 22:00:00,40.6183,48.4594,medium
5691909,downpour,2012-06-08 00:00:00,60.8228,-136.5506,medium
5691910,rain,2013-03-29 00:00:00,-3.3784,35.8907,medium
5691915,continuous_rain,2015-07-22 00:00:00,25.4538,93.9827,medium
5691916,rain,2008-01-28 19:30:00,32.8464,-117.2619,medium
5691917,rain,2016-10-15 00:00:00,47.919,-120.2137,medium
5691918,downpour,2016-07-26 23:00:00,27.1027,88.1218,unknown
5691919,downpour,2010-04-29 00:00:00,41.2092,48.6742,medium
5691920,downpour,2016-06-21 00:00:00,32.6848,130.5807,large
5691921,downpour,2016-07-01 00:00:00,-8.90797301,147.71196862000002,medium
5691922,downpour,2013-07-01 00:00:00,26.1147,94.3864,medium
5691923,downpour,2012-09-06 00:00:00,-30.05,30.8833,medium
5691924,downpour,2015-08-15 23:00:00,28.8425,81.7097,medium
5691925,rain,2008-02-03 00:00:00,29.7,67.3833,medium
5691926,rain,2010-03-31 18:00:00,42.7679,-71.8158,medium
5691927,downpour,2010-12-22 03:00:00,32.8471,-117.2527,small
5691929,downpour,2013-07-07 00:00:00,36.5851,109.4875,large
5691930,snowfall_snowmelt,2011-02-13 00:00:00,33.3037,75.1827,medium
5691932,continuous_rain,2015-03-18 00:00:00,-4.0094,-79.2073,medium
5691933,rain,2007-02-11 00:00:00,38.4909,-122.3494,small
5691934,rain,2010-02-25 00:00:00,45.385,26.5227,medium
5691935,downpour,2010-09-19 00:00:00,30.9035,77.0965,medium
5691936,downpour,2010-04-06 00:00:00,-22.9139,-43.0159,medium
5691937,snowfall_snowmelt,2008-01-16 00:00:00,33.2537,75.2006,medium
5691938,rain,2014-06-17 00:00:00,42.0291,43.5285,small
5691939,downpour,2012-03-20 01:00:00,11.7833,124.8834,medium
5691940,continuous_rain,2014-06-23 00:00:00,12.3487,-84.8163,small
5691941,downpour,2011-03-12 18:00:00,40.6006,-80.64,small
5691942,downpour,2013-08-22 00:00:00,1.1971,35.2843,medium
5691943,downpour,2011-04-21 18:00:00,39.0639,-84.6165,medium
5691944,downpour,2010-08-07 02:00:00,14.0783,-87.227,medium
5691945,rain,2008-05-21 00:00:00,47.5023,-122.197,small
5691946,downpour,2014-12-26 00:00:00,6.754,80.9514,medium
5691947,rain,2010-01-08 00:00:00,44.4,18.5333,medium
5691948,downpour,2011-07-02 08:00:00,29.0396,81.2519,medium
5691950,downpour,2011-03-24 00:00:00,37.9797,-122.5801,medium
5691952,downpour,2013-07-07 00:00:00,29.1309,81.6631,medium
5691953,downpour,2011-01-30 00:00:00,8.0539,126.4037,medium
5691954,downpour,2007-06-11 00:00:00,22.6368,92.1453,medium
5691955,downpour,2016-06-28 00:00:00,28.0336,85.2178,small
5691957,downpour,2012-04-27 00:00:00,46.79,-120.8718,medium
5691958,downpour,2011-04-12 03:00:00,12.1979,-61.699,small
5691960,rain,2015-09-21 07:00:00,22.3496,91.8138,medium
5691961,downpour,2010-09-13 00:00:00,-6.6367,106.765,medium
5691962,rain,2007-09-22 00:00:00,34.1364,-118.2974,small
5691964,downpour,2011-03-15 00:00:00,45.4828,-122.6505,medium
5691965,downpour,2010-06-18 05:00:00,29.6088,119.0419,medium
5691966,downpour,2010-03-06 00:00:00,0.4056,29.9166,medium
5691969,downpour,1998-12-28 00:00:00,45.2419,-123.6046,small
5691970,rain,2013-06-05 22:30:00,7.7344,125.0969,medium
5691971,rain,2007-09-10 00:00:00,27.3425,88.6236,medium
5691972,downpour,2010-09-18 09:00:00,27.509,85.1505,medium
5691974,rain,2015-09-25 00:00:00,14.481,-89.0537,small
5691975,rain,2008-02-06 00:00:00,-6.8644,109.0338,medium
5691976,continuous_rain,2016-05-18 08:00:00,24.5202,92.7239,unknown
5691977,downpour,2013-01-09 00:00:00,-43.643,170.159,medium
5691978,rain,2007-08-28 00:00:00,28.3323,83.7438,medium
5691981,downpour,2011-01-20 00:00:00,47.2218,-122.2554,medium
5691983,downpour,2015-09-16 00:00:00,19.316,83.2414,medium
5691985,rain,2014-12-21 02:00:00,37.8595,-122.5012,small
5691986,downpour,2013-07-04 00:00:00,36.0518,-81.6019,medium
5691989,downpour,2010-04-06 00:00:00,-22.9553,-43.2014,medium
5691991,downpour,2013-05-29 00:00:00,5.9872,116.6928,medium
5691992,downpour,2010-07-15 02:00:00,53.4128,-1.7936,medium
5691993,rain,2010-05-24 00:00:00,40.7134,-111.8224,small
5691995,downpour,2010-05-20 18:00:00,-7.0727,107.9422,medium
5691997,downpour,2012-06-03 14:00:00,1.2337,34.25,medium
5691998,snowfall_snowmelt,2011-02-13 00:00:00,33.1804,75.8101,medium
5691999,downpour,2010-04-12 00:00:00,15.4004,-61.344,medium
5692000,downpour,2010-02-27 00:00:00,34.1102,-117.3024,small
5692001,rain,2015-01-05 01:30:00,47.3012,-122.1737,medium
5692002,rain,2015-03-05 23:00:00,39.838,-80.6061,medium
5692004,downpour,2010-06-11 00:00:00,26.944,88.4441,medium
5692005,downpour,2009-12-02 00:00:00,6.022,116.4916,medium
5692006,rain,2008-05-19 00:00:00,-7.0678,112.5827,medium
5692007,rain,2013-07-28 04:20:00,38.8946,121.6631,medium
5692009,continuous_rain,2016-03-17 00:00:00,33.13296295,75.43929097,medium
5692010,downpour,2015-12-27 00:00:00,36.0281,-94.9213,medium
5692013,downpour,2010-04-18 00:00:00,0.9699,34.3243,medium
5692014,rain,2015-11-16 00:00:00,45.5737,-122.1529,large
5692015,rain,2008-03-23 00:00:00,-0.4475,100.9368,medium
5692016,downpour,2010-05-19 00:00:00,-7.0528,108.1156,medium
5692018,rain,2007-01-08 00:00:00,0.0667,100.9833,medium
5692020,downpour,2014-01-12 18:00:00,47.98,-122.2019,medium
5692022,downpour,2015-04-03 09:00:00,37.6824,-82.7776,small
5692023,downpour,2008-09-24 00:00:00,31.8,104.5,medium
5692024,downpour,2011-03-05 00:00:00,32.0996,77.1586,medium
5692025,downpour,2016-07-31 11:00:00,19.1869,73.02,medium
5692026,downpour,2016-07-07 23:00:00,40.8167,39.9081,small
5692028,downpour,2013-08-14 00:00:00,32.9913,75.1915,medium
5692031,downpour,2011-05-28 03:00:00,38.8994,-90.2006,medium
5692032,downpour,2010-11-29 23:00:00,10.5129,-66.893,medium
5692034,downpour,2010-02-15 00:00:00,38.708,16.1901,medium
5692035,downpour,2011-12-25 00:00:00,2.5871,112.5473,medium
5692036,rain,2008-05-12 00:00:00,38.1362,-81.2584,small
5692037,rain,2011-07-02 18:00:00,13.1819,76.1147,small
5692038,rain,2016-06-22 00:00:00,3.48456389,125.48753445,large
5692039,continuous_rain,2016-07-31 00:00:00,30.9753,78.4375,medium
5692040,downpour,2016-10-08 09:00:00,22.6522,121.0217,medium
5692041,downpour,2010-06-06 15:00:00,-41.3318,174.8229,medium
5692042,continuous_rain,2014-03-02 18:00:00,-6.6,106.8,large
5692043,rain,2007-07-12 00:00:00,29.356,81.3098,medium
5692048,continuous_rain,2016-08-04 00:00:00,30.7386,79.4954,medium
5692051,rain,2015-12-21 00:00:00,8.8543,-82.1825,small
5692052,downpour,2013-07-24 00:00:00,30.301,79.3628,medium
5692053,downpour,2013-07-22 10:00:00,33.7165,-116.6396,medium
5692055,downpour,2011-06-30 00:00:00,28.0004,84.033,medium
5692058,downpour,2010-10-10 00:00:00,-29.4884,152.446,medium
5692059,downpour,2009-04-14 00:00:00,-7.8058,-77.7172,medium
5692060,rain,2014-06-20 00:00:00,44.5768,-93.8457,medium
5692061,downpour,2010-05-16 00:00:00,-1.2,30.1333,medium
5692062,rain,2016-01-08 01:30:00,49.3747,-123.2665,medium
5692063,rain,2014-07-01 04:00:00,29.7929,95.8044,medium
5692065,downpour,2009-09-03 23:30:00,19.0949,72.8899,large
5692066,downpour,2011-05-21 18:00:00,0.9068,34.3652,medium
5692067,downpour,2009-11-21 00:00:00,-7.7434,111.5441,medium
5692069,downpour,2010-04-25 08:00:00,35.2995,-87.966,medium
5692070,downpour,2014-12-27 00:00:00,5.8597,95.3576,medium
5692071,rain,2011-06-16 00:00:00,11.2993,76.9354,medium
5692073,downpour,2010-03-27 00:00:00,50.4374,-3.5713,small
5692074,rain,2007-02-27 00:00:00,37.7923,-122.4629,medium
5692075,rain,2013-04-22 00:00:00,-0.8425,34.6812,large
5692076,rain,2014-05-19 15:00:00,7.9978,122.8157,small
5692077,downpour,2010-12-11 08:00:00,6.0638,116.2837,medium
5692078,rain,2014-09-22 00:00:00,26.1985,91.7998,small
5692079,rain,2008-05-20 00:00:00,39.0447,-84.5289,small
5692080,downpour,2013-07-12 00:00:00,25.6269,94.1139,medium
5692081,downpour,2013-10-05 23:00:00,44.0222,-91.5929,small
